id|video_path|ground_true|label_prediction|description
0|/home/gmonni54/agenticvad/data/ucf_crime/videos/Abuse028_x264.mp4|1|0|
1|/home/gmonni54/agenticvad/data/ucf_crime/videos/Abuse030_x264.mp4|1|0|
2|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arrest001_x264.mp4|1|1|The frames show a physical altercation between two individuals in an office setting. One person is being forcibly restrained or attacked by another, with visible struggle and aggressive body contact. This constitutes immediate physical violence, which meets the strict definition of anomalous activity requiring an immediate security response.
3|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arrest007_x264.mp4|1|1|A person is lying motionless on the floor near a reception desk, appearing injured or incapacitated. Two uniformed individuals enter through a door and approach the person, indicating a potential emergency or security incident. This is not a normal activity and constitutes a clear security threat requiring immediate response.
4|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arrest024_x264.mp4|1|1|The frames show multiple individuals on the road, some appearing to be in a state of panic or distress, running or stumbling across the traffic lanes. This is not normal pedestrian activity and suggests a potential emergency or dangerous situation, such as a crowd incident or a person in distress requiring immediate assistance. The behavior is highly unusual and potentially threatening in a public space, warranting an immediate security response.
5|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arrest030_x264.mp4|1|1|The frames show a person in a white shirt on the floor, appearing to be in distress or injured, while another person in a white shirt is standing over them. A third person is visible in the background near the entrance. The sequence suggests a physical altercation or an accident resulting in injury. This is not a normal daily activity and presents a clear immediate security threat due to the potential for serious harm or injury.
6|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arrest039_x264.mp4|1|1|The frames show multiple uniformed personnel actively responding to a person lying on a stretcher, with medical staff attending to them. This indicates a serious medical emergency or potential injury requiring immediate intervention. The presence of security personnel and medical staff in a coordinated response suggests a dangerous or life-threatening situation, which meets the strict definition of anomalous activity as an immediate security threat.
7|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arson007_x264.mp4|1|0|
8|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arson009_x264.mp4|1|1|The frames show a white van with a person in a bright reflective suit (likely emergency personnel) standing near it. The sequence includes intense bright flashes and smoke or fire, suggesting an explosion or fire. The sudden, overwhelming light and smoke indicate a serious, immediate security threat requiring immediate response.
9|/home/gmonni54/agenticvad/data/ucf_crime/videos/Arson010_x264.mp4|1|1|The frames show a physical altercation between two individuals near a white van. One person is being forcibly pushed or dragged by another, suggesting a violent confrontation. This behavior constitutes immediate physical violence, which meets the strict definition of anomalous activity requiring an immediate security response.
