id|video_path|ground_true|label_prediction|description
0|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse028_x264.mp4|1|1|A person is seen running towards a gated area with a dog nearby. While the urgency could be concerning, there is no clear evidence of immediate danger or threat.
1|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse030_x264.mp4|1|0|
2|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest001_x264.mp4|1|1|A person runs across the office, which is unusual and could indicate urgency or a security concern, but there is no clear evidence of immediate danger.
3|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest007_x264.mp4|1|1|The footage includes police activity and an explosion, which are immediate security threats.
4|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest024_x264.mp4|1|1|A person is running across a busy street, and another person appears to be chasing them. This behavior is unusual and could indicate a potential security threat.
5|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest030_x264.mp4|1|1|The interaction near the entrance could be suspicious, but there is no clear evidence of immediate danger or violence.
6|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest039_x264.mp4|1|1|The person is holding an object that appears to be a weapon, which could pose a security threat.
7|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson007_x264.mp4|1|0|
8|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson009_x264.mp4|1|1|The person's interaction with the ground near the van could suggest unusual or threatening behavior, warranting further investigation.
9|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson010_x264.mp4|1|1|The frames indicate an arson incident, which is a serious and immediate security threat.
10|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson011_x264.mp4|1|1|A person is attempting to enter an elevator where another person is already seated with a bicycle, leading to a struggle. While not immediately dangerous, the struggle could escalate and pose a security threat.
11|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson016_x264.mp4|1|1|A fire is burning on a bus seat, posing a serious security threat and requiring immediate response.
12|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson018_x264.mp4|1|1|The presence of a knife in a dark environment raises concerns about potential threats, but without clear evidence of immediate violence or danger, it is not definitively alarming.
13|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson022_x264.mp4|1|1|The frames show a room filled with smoke, which could indicate a fire or hazardous situation. This is an immediate security threat.
14|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson035_x264.mp4|1|1|The text indicates an arson incident, which is a serious security threat. However, without visual evidence of the incident, the assessment is based on the potential danger indicated by the text.
15|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson041_x264.mp4|1|1|A bright light appears in the room, which could indicate an explosion or fire, posing an immediate security threat.
16|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault006_x264.mp4|1|1|The frames depict a physical altercation between two individuals, which constitutes an immediate security threat due to the presence of violence.
17|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault010_x264.mp4|1|1|The presence of a restrained individual and the actions of the person in the striped outfit could indicate a serious situation that requires attention, but it is not immediately clear if it poses an immediate security threat.
18|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault011_x264.mp4|1|1|The video shows a person in a green shirt pushing or pulling another person in a pink shirt, causing them to fall off a motorcycle. This constitutes physical violence, which is a clear security threat.
19|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary005_x264.mp4|1|0|
20|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary017_x264.mp4|1|1|The person bends over the counter, which is unusual and could indicate theft or unauthorized access, posing a security threat.
21|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary018_x264.mp4|1|0|
22|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary021_x264.mp4|1|1|A person is seen entering the back of a parked truck and moving towards a box on the ground, which is unusual and could indicate a potential security threat.
23|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary024_x264.mp4|1|0|
24|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary032_x264.mp4|1|1|The person appears to be interacting with a door in an urgent or forceful manner, which could indicate a potential security concern. However, without further context or evidence of immediate danger, it is not definitively clear that this is a serious anomaly.
25|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary033_x264.mp4|1|0|
26|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary035_x264.mp4|1|1|The person is attempting to break into the building, which is an immediate security threat.
27|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary037_x264.mp4|1|1|A person enters a room where someone is lying on a bed, picks up a large object, and moves it towards the person on the bed. This behavior is unusual and could be a potential threat, but without clear evidence of violence or immediate danger, it is not definitively alarming.
28|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary061_x264.mp4|1|0|
29|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary076_x264.mp4|1|1|A person enters through a broken door and falls, which is unusual but not immediately dangerous.
30|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary079_x264.mp4|1|1|The sequence shows a person being assisted into a car by another individual, followed by the second person running away. This behavior is highly unusual and could indicate a robbery or similar criminal activity, which is a serious security threat.
31|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary092_x264.mp4|1|0|
