id|video_path|ground_true|label_prediction|description
0|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse028_x264.mp4|1|0|
1|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse030_x264.mp4|1|0|
2|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest001_x264.mp4|1|1|The physical altercation indicates a potential threat or dangerous behavior, requiring immediate security response.
3|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest007_x264.mp4|1|1|The individual is engaging in aggressive behavior with the washing machine, which could pose a safety risk.
4|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest024_x264.mp4|1|1|The frames depict a physical altercation in the middle of a busy street, which is dangerous and requires immediate attention.
5|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest030_x264.mp4|1|1|The second person's behavior is unusual, but it does not clearly indicate an immediate security threat.
6|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest039_x264.mp4|1|1|The individual is holding what appears to be a firearm in a public area, which poses an immediate security threat.
7|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson007_x264.mp4|1|0|
8|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson009_x264.mp4|1|1|The person is attempting to access the van, which could indicate a potential security threat such as theft or vandalism. The nighttime setting and isolated location increase the concern.
9|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson010_x264.mp4|1|1|The frames depict a physical altercation near a van, which is considered a security threat.
10|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson011_x264.mp4|1|1|The presence of a gun and the apparent threat indicate a serious security threat.
11|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson016_x264.mp4|1|1|There is a fire burning on the dashboard area inside the bus, which is an immediate security threat.
12|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson018_x264.mp4|1|0|
13|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson022_x264.mp4|1|1|The presence of heavy smoke indicates a possible fire or explosion, which are immediate security threats.
14|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson035_x264.mp4|1|1|The frames indicate an arson incident, which is a serious security threat.
15|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson041_x264.mp4|1|1|The person is interacting with something on the floor, but there is no clear evidence of immediate danger or serious threat.
16|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault006_x264.mp4|1|1|The person lying motionless on the counter suggests a possible medical emergency or severe incident, which is an immediate security concern.
17|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault010_x264.mp4|1|1|The presence of smoke or fog in the room suggests a potential fire or hazardous situation, which is an immediate security threat.
18|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault011_x264.mp4|1|1|The video shows a chase and physical altercation, indicating potential violence or threatening behavior, which is an immediate security threat.
19|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary005_x264.mp4|1|1|The person is attempting to open a window in an unusual manner, which could indicate unauthorized access or a potential security threat.
20|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary017_x264.mp4|1|1|The interaction appears to involve physical restraint or a potential altercation, which could indicate a security threat.
21|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary018_x264.mp4|1|1|The person is attempting to break into a vehicle, which is a clear security threat.
22|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary021_x264.mp4|1|1|The person's actions suggest unauthorized access or tampering with the truck, which could indicate a security threat.
23|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary024_x264.mp4|1|0|
24|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary032_x264.mp4|1|1|Smoke or steam is visible in the room, which could indicate a fire or other dangerous situation.
25|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary033_x264.mp4|1|0|
26|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary035_x264.mp4|1|1|The presence of smoke or mist suggests a potential fire or hazardous condition, which is an immediate security threat.
27|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary037_x264.mp4|1|1|The individual is aggressively handling an object, which could be a weapon, indicating a potential security threat.
28|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary061_x264.mp4|1|0|
29|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary076_x264.mp4|1|0|
30|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary079_x264.mp4|1|1|The car's erratic driving behavior poses a potential safety risk, as it comes dangerously close to a pillar and could endanger nearby areas.
31|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary092_x264.mp4|1|0|
32|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion002_x264.mp4|1|1|The frames show a fire at a gas station, which is an immediate security threat and highly unusual in a dangerous way.
33|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion004_x264.mp4|1|1|The frames depict an explosion, which is a clear security threat involving immediate danger.
34|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion007_x264.mp4|1|1|The frames depict a large explosion with debris and smoke, indicating a severe and immediate security threat.
35|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion008_x264.mp4|1|1|The video captures a large explosion on the side of the road, which is an immediate security threat and highly unusual in a dangerous way.
36|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion010_x264.mp4|1|1|The text references an explosion, which is a serious security threat. However, the frames themselves do not show the explosion, making the assessment based on the textual context.
37|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion011_x264.mp4|1|1|The bus emitting smoke indicates a potential mechanical failure or fire, posing an immediate security threat.
38|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion013_x264.mp4|1|1|The vehicle is on fire, posing an immediate security threat.
39|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion016_x264.mp4|1|1|The video shows an explosion or fire at the entrance of a large building, which is an immediate security threat.
40|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion017_x264.mp4|1|1|The frames depict a physical altercation near a motorcycle at a gas station, which could escalate into a security threat.
41|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion020_x264.mp4|1|1|The use of a flammable substance near a car creates a significant security threat due to the potential for fire or explosion.
42|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion021_x264.mp4|1|1|The frames show a gas station at night, followed by a sudden explosion, which is a clear and serious security threat.
43|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion022_x264.mp4|1|1|The final frame shows a fire, which is a severe and immediate security threat.
44|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion025_x264.mp4|1|0|
45|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion027_x264.mp4|1|1|The individuals are engaged in a physical altercation, which indicates potential dangerous behavior.
46|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion028_x264.mp4|1|1|Smoke appears in the street, indicating a potential fire or explosion, which is an immediate security threat.
47|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion029_x264.mp4|1|1|The person appears to be tampering with a vehicle near a fuel pump, which could indicate suspicious or dangerous activity.
48|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion033_x264.mp4|1|1|Smoke is visible in the distance, suggesting a potential fire or explosion, which is a serious security threat.
49|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion035_x264.mp4|1|1|The scene shows a disturbance with papers flying, but there is no clear evidence of immediate danger such as violence or accidents.
50|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion036_x264.mp4|1|1|The frames show a physical altercation involving an object being thrown, which could escalate into violence, posing a security threat.
51|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion039_x264.mp4|1|1|The presence of smoke or fog in the restaurant, along with patrons reacting to it, suggests a potential fire or dangerous situation.
52|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion043_x264.mp4|1|1|The person on the ground appears to be unconscious or injured, indicating a potential medical emergency or security threat.
53|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting003_x264.mp4|1|1|The frames depict a potential confrontation or altercation in a subway station, which could escalate into a security threat.
54|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting018_x264.mp4|1|1|The video depicts a physical altercation in a hallway, which is a clear security threat.
55|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting033_x264.mp4|1|1|The activity involves physical aggression, which could be considered a security threat.
56|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting042_x264.mp4|1|1|The person is struggling to open the door, which could indicate an attempt to gain unauthorized access, posing a security threat.
57|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting047_x264.mp4|1|1|The physical altercation between two individuals is an immediate security threat.
58|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_003_x264.mp4|0|0|
59|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_006_x264.mp4|0|0|
60|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_010_x264.mp4|0|0|
61|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_014_x264.mp4|0|0|
62|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_015_x264.mp4|0|0|
