id|video_path|ground_true|label_prediction|description
0|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse028_x264.mp4|1|1|A person is running rapidly across the area, which is a concerning activity.  The speed and sudden movement suggest a potential security risk and warrants further investigation. The presence of a dog observing the event adds to the potential concern.
1|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse030_x264.mp4|1|1|The excessive and repeated throwing of a large amount of confetti creates a safety hazard and is an unusual and potentially disruptive activity. Further investigation is needed to determine the reason behind this behavior.
2|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest001_x264.mp4|1|1|The individual's erratic and uncontrolled movement, including stumbling, raises a concern. While not immediately violent, the unusual behavior warrants investigation to determine the cause and assess any potential risk to the individual or the environment.
3|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest007_x264.mp4|1|1|The footage initially shows a serious security event (police operation). The subsequent repeated entry and exit of a person into the laundry room, following the police activity, is unusual and warrants further investigation to determine if it's related or suspicious.  It’s not inherently dangerous, but the context suggests it might be relevant to the larger event.
4|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest024_x264.mp4|1|1|A pedestrian is crossing the street against the flow of traffic in multiple frames. This is a potential safety hazard and requires monitoring to prevent an accident.
5|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest030_x264.mp4|1|1|A heavy object (likely a door panel) has fallen from the ceiling, presenting a significant physical hazard and potential for injury. Immediate investigation and assessment of the structural integrity of the ceiling are required.
6|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest039_x264.mp4|1|1|The individual's consistent movement, dark clothing, sunglasses, and carrying a bag are concerning. While not definitively threatening, these factors require further investigation to assess potential risk and determine the individual's intent. Increased vigilance and potential contact with security personnel are recommended.
7|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson007_x264.mp4|1|1|The video clearly depicts a vehicle repeatedly striking a decorated tree. This is a dangerous and destructive act that requires immediate attention and investigation. It’s not a normal occurrence and represents a potential security concern.
8|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson009_x264.mp4|1|1|A person repeatedly attempts to climb onto a parked van, eventually succeeding. This behavior is suspicious and warrants immediate investigation due to the potential for unauthorized access or criminal activity.
9|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson010_x264.mp4|1|1|The video displays text indicating an arson incident at a specific location. This constitutes a serious security threat and requires immediate investigation and response.
10|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson011_x264.mp4|1|1|The repeated and forceful attempt to force a bicycle into an elevator is an unusual and potentially dangerous activity. It warrants investigation to determine the person's intent and to prevent potential damage to the elevator and a safety hazard.
11|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson016_x264.mp4|1|1|A small fire is actively burning on a seat within the bus. This poses an immediate risk of smoke inhalation, potential for spreading, and could lead to passenger injury. Requires immediate response and evacuation procedures.
12|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson018_x264.mp4|1|1|Multiple individuals are actively moving a white SUV with a roof rack. The coordinated effort suggests a potentially suspicious activity that requires further investigation to determine the intent and potential risk.
13|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson022_x264.mp4|1|1|An unidentified individual wearing a hat and jacket entered the scene and began walking towards the door. This represents a potential security threat and requires immediate attention and further investigation.
14|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson035_x264.mp4|1|1|The video explicitly details an arson incident, representing a significant security threat and requiring immediate investigation and response.
15|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson041_x264.mp4|1|1|The individual's repeated and struggling attempts to open the door are unusual and raise concerns about potential unauthorized access. Further investigation is needed to determine the intent and assess the security risk.
16|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault006_x264.mp4|1|1|The scene depicts a significant amount of blood spatter, indicating a violent act. The presence of a figure in a red outfit adds to the unsettling nature of the event and warrants immediate investigation. This is a clear and serious security threat.
17|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault010_x264.mp4|1|1|A person is lying motionless on the floor, indicating a potential medical emergency, accident, or other concerning situation. Immediate assessment and response are required.
18|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault011_x264.mp4|1|1|The video clearly depicts a physical altercation involving multiple individuals. This represents an immediate security threat and requires immediate attention.
19|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary005_x264.mp4|1|1|The individual's rapid and purposeful movement towards the camera is concerning and warrants further investigation to assess potential threat.  While walking is normal, the speed and direction of approach are unusual.
20|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary017_x264.mp4|1|1|The repeated collapses onto the desk are highly unusual and concerning. This behavior suggests a potential medical emergency or deliberate disruption, requiring immediate attention and investigation. Further assessment is needed to determine the cause and potential risk.
21|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary018_x264.mp4|1|1|A person is entering the garage quickly and purposefully. The obscured view of their face and the speed of movement suggest a potential security concern. Further investigation is recommended to determine the legitimacy of the entry.
22|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary021_x264.mp4|1|1|The repeated driving over a small object by a truck is highly suspicious and suggests a deliberate action, potentially involving concealment or illicit activity. The pattern of behavior warrants immediate investigation.
23|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary024_x264.mp4|1|1|The deliberate dismantling and removal of printer components by an individual is a highly unusual and suspicious activity, indicating a potential security threat (theft or malicious intent). Immediate investigation is warranted.
