id|video_path|ground_true|label_prediction|description
0|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse028_x264.mp4|1|1|The footage shows a physical altercation between two individuals, which is a clear and serious anomalous activity requiring immediate security response.
1|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse030_x264.mp4|1|0|
2|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest001_x264.mp4|1|1|A child is running and being chased by an adult, resulting in a physical struggle. This behavior is unusual and potentially dangerous, requiring immediate security attention.
3|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest007_x264.mp4|1|1|The individual is aggressively interacting with a machine, which could indicate vandalism or a security threat.
4|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest024_x264.mp4|1|1|The pedestrian crossing the street near moving traffic, particularly alongside a motorcycle, presents a clear and immediate security threat.
5|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest030_x264.mp4|1|1|The video shows a physical altercation between two individuals near the exit of a building, which constitutes an immediate security threat.
6|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest039_x264.mp4|1|1|The individual is carrying what appears to be a firearm in an indoor setting, which constitutes a clear and serious security threat.
7|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson007_x264.mp4|1|1|The individual is seen approaching and interacting with the front door at night, which is unusual and potentially indicative of a security threat.
8|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson009_x264.mp4|1|1|A person in a hooded garment is seen interacting with a van in a suspicious manner, which is unusual and potentially concerning.
9|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson010_x264.mp4|1|1|The presence of a weapon and confrontational behavior between individuals indicates a potential security threat, making this activity an anomaly.
10|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson011_x264.mp4|1|1|The individual on the floor appears to be in distress or injured, which could indicate a potential security threat or dangerous situation.
11|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson016_x264.mp4|1|1|A fire is visible on one of the seats inside the bus, which is a clear and serious security threat.
12|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson018_x264.mp4|1|1|A person is interacting with a vehicle in a dimly lit area at night, which is unusual and potentially indicative of a break-in attempt or other malicious activity.
13|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson022_x264.mp4|1|1|The individual is near an open door in a decorated hallway, which could indicate suspicious behavior such as attempting to gain unauthorized access. However, there is no clear evidence of immediate danger or violent activity in the provided frames.
14|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson035_x264.mp4|1|1|The frames indicate an arson incident, which is a serious crime and immediate security threat.
15|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson041_x264.mp4|1|1|The presence of a figure lying on the ground in a dark, indoor area suggests a potential injury or dangerous situation that requires immediate security response.
16|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault006_x264.mp4|1|1|The person is wearing a mask and sneaking into the room, which is unusual and potentially indicative of a security threat.
17|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault010_x264.mp4|1|1|The presence of smoke or fog in the room suggests a potential fire or hazardous situation, which requires immediate attention.
18|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Assault011_x264.mp4|1|1|Physical altercation between two individuals, which is an immediate security threat.
19|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary005_x264.mp4|1|1|The individual is attempting to manipulate the door handle, indicating a potential break-in attempt, which is a security threat.
20|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary017_x264.mp4|1|1|The man is climbing over the reception desk, which is unusual and potentially threatening behavior.
21|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary018_x264.mp4|1|1|The individual is displaying suspicious behavior by crouching and moving around near the entrance, which could indicate an attempt to break in or engage in other malicious activities.
22|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary021_x264.mp4|1|1|The individual is climbing into the back of a truck without clear ownership or permission, which is unusual and potentially concerning.
23|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary024_x264.mp4|1|0|
24|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary032_x264.mp4|1|1|The footage shows a potential confrontation between two individuals, which could escalate and pose a security threat.
25|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary033_x264.mp4|1|1|The individual is attempting to open a door at night, which suggests an unauthorized access attempt. This behavior is unusual and poses a potential security threat.
26|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary035_x264.mp4|1|1|The individual is attempting to break into a door using a tool, which constitutes an immediate security threat.
27|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary037_x264.mp4|1|1|Two individuals are engaged in a physical altercation at a bar, with aggressive pushing and holding of a bottle. This behavior constitutes an immediate security threat.
28|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary061_x264.mp4|1|1|The individual is attempting to tamper with the cash register, which constitutes a clear security threat.
29|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary076_x264.mp4|1|1|The individual's sudden transition from walking to running towards the camera in an agitated manner suggests potential threatening behavior, which qualifies as an immediate security threat.
30|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary079_x264.mp4|1|1|A person is seen interacting with a parked car in a dimly lit area, suggesting a potential attempted break-in, which is a serious security threat.
31|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary092_x264.mp4|1|0|
32|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion002_x264.mp4|1|1|A fire ignites at a fuel pump, presenting a clear and serious security threat.
33|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion004_x264.mp4|1|1|The individual is attempting to forcibly open a door, which is a potential security threat.
34|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion007_x264.mp4|1|1|The person appears to be interacting with the vendor's cart, possibly attempting theft, which is a threatening behavior.
35|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion008_x264.mp4|1|1|A large explosion occurs in the distance, producing a massive cloud of smoke and debris, representing an immediate security threat.
36|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion010_x264.mp4|1|1|The frames depict an explosion at the Pike River site, which is a clear and serious security threat requiring immediate response.
37|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion011_x264.mp4|1|1|The sudden emission of smoke from the bus indicates a potential mechanical failure or fire, which is a clear and serious threat requiring immediate security response.
38|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion013_x264.mp4|1|1|The presence of fire near a fuel station while a worker is handling a hose constitutes a clear and serious security threat.
