id|video_path|ground_true|label_prediction|description
0|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse028_x264.mp4|1|1|A person in a red shirt and hat is seen bending over and then standing up near a gate. The individual appears to be moving quickly and possibly interacting with the gate or something on it. The surroundings are relatively calm, with no other individuals or unusual objects visible.
1|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Abuse030_x264.mp4|1|0|
2|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest001_x264.mp4|1|1|The video shows a physical altercation between two individuals in an office setting. One person is being restrained by another, and there is a struggle occurring. This behavior is highly unusual and poses a clear security threat as it involves physical violence.
3|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest007_x264.mp4|1|1|A person is seen in a room, initially standing and then bending over a counter. The individual appears to be handling something on the counter, which could be a potential threat. The behavior is unusual and requires immediate attention.
4|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest024_x264.mp4|1|1|In the frames, a person is seen running across the street, seemingly in a hurry. This behavior is unusual and could indicate an immediate security threat. The person's actions are not typical of normal daily activities and warrant further investigation to determine the nature of their movement.
5|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest030_x264.mp4|1|1|A person wearing a hat enters the frame from the right side and appears to be holding a gun. This behavior is highly unusual and poses an immediate security threat.
6|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arrest039_x264.mp4|1|1|The individual is seen walking and standing in a room with chairs and tables. Initially, he walks towards the camera, then stands with his back to the camera, and finally walks away from the camera. There is no clear evidence of physical violence, explosions, or other immediate threats. However, the sudden movements and the fact that he is alone in the room could be considered unusual, warranting further investigation.
7|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson007_x264.mp4|1|0|
8|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson009_x264.mp4|1|1|The video shows a white van with individuals near it. Initially, there is no clear indication of anomalous activity. However, as the video progresses, there is a sudden bright flash, suggesting an explosion or fire. This event is highly unusual and poses an immediate security threat.
9|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Arson010_x264.mp4|1|1|The video shows a series of frames displaying the Greater Manchester Police logo, followed by a black screen with the text 'Arson, Duchy Rd, Salford, 26/08/10'. This indicates a serious incident of arson on August 26, 2010, at the specified location. The text clearly identifies the nature of the event as arson, which is a clear and dangerous activity requiring immediate security response.
